名称,英文名,id,poiID,经度,维度,标签,特色,价格,最低价格,评价分数,评论数量,封面图片
孙中山纪念馆,Sunzhong Mountain Memorial Hall,1833738,24652996,37.86683202848023,112.56989690503418,纪念馆,是山西辛亥革命的见证,0.0,0,4.3,40,https://youimg1.c-ctrip.com/target/0105p120008g2s21h4398.jpg
龙山石窟,Longshan Grottoes,50472,83206,37.732299,112.443576,石窟|古迹|雕塑雕像,国内少见的道教石窟,0.0,0,4.3,54,https://youimg1.c-ctrip.com/target/100g1f000001gqx5nD44E.jpg
山西大学堂旧址,Shanxi Academy,1833224,24652544,37.86285293128565,112.57732032221652,历史建筑,,0.0,0,4.3,40,https://youimg1.c-ctrip.com/target/01028120009f6lhfbA44F.jpg
西华门街,Xihuamen Street,145368,10521300,37.874222138966815,112.5738957348496,特色街区,,0.0,0,4.5,37,https://youimg1.c-ctrip.com/target/0100d1200086iea9q5ABE.jpg
圣母无染原罪主教座堂,Catholic Cathedral of Immaculate Conception,1510062,18137321,37.883657,112.56246799999997,教堂,,0.0,0,4.7,36,https://youimg1.c-ctrip.com/target/0106a120008s74h2r0A23.jpg
山西大学美术馆,Art Museum of Shanxi University,1833362,24652543,37.79659504496955,112.58954906858322,美术馆,,0.0,0,4.8,34,https://youimg1.c-ctrip.com/target/100b0m000000dy6w18374.jpg
奉圣寺,Fengsheng Temple,50475,83208,37.70701877764492,112.44102320621175,寺庙,曾为唐将尉迟敬德的别墅,0.0,0,4.5,40,https://youimg1.c-ctrip.com/target/100e0u000000ja0q613C8.jpg
太原美术馆,Taiyuan Art Gallery,1833927,24653104,37.811377,112.536386,美术馆,,0.0,0,4.7,35,https://youimg1.c-ctrip.com/target/0100z120005yb9wmsCB9B.jpg
二龙山,Erlong Mountain,113577,10535065,38.016795,112.438823,山岳,山上建有两条益足道,0.0,0,4.5,39,https://youimg1.c-ctrip.com/target/0105d12000833ydr4DFCF.jpg
跻汾桥,Jifen Bridge,1831457,24650579,37.80759972205731,112.54026462007326,桥,,0.0,0,4.8,37,https://youimg1.c-ctrip.com/target/0105j120005xuds3p4083.jpg
晋阳古城遗址,Jinyang Ancient City Relic Site,133732,95674,37.74398693867985,112.47767628161657,古迹,曾为战国时期赵国都城,0.0,0,3.9,38,https://youimg1.c-ctrip.com/target/01017120008ov2r7g00AF.jpg
水贝贝儿童水上乐园,Shuibeibei Children Water Amusement Park,1932102,28352496,37.82203967938251,112.55054916821135,水上乐园,豪华室内水上儿童乐园,0.0,0,4.6,30,https://youimg1.c-ctrip.com/target/100j0q000000g3bv254E4.jpg
薰衣草NE庄园,Lavender NE Manor,1415833,13599486,37.889532579977825,112.6328753996446,花海,山西首家浪漫的薰衣草庄园,0.0,0,4.1,35,https://youimg1.c-ctrip.com/target/0104l120008a5pcq0D945.jpg
晋窦大夫祠,Douci,9717,77983,38.0108550434455,112.440029606223,祠堂,,0.0,0,4.1,37,https://youimg1.c-ctrip.com/target/0103r120008qj77oeA1DC.jpg
城市人工森林公园,Chengshirengong Forest Park,1830001,24649094,37.870554,112.550737,城市公园,,0.0,0,4.4,29,https://youimg1.c-ctrip.com/target/010491200085e0nca18D4.jpg
榆次县衙,County Government,124616,93107,37.67945790219563,112.75048870411202,古迹,保存较好的古代衙门建筑,0.0,0,4.5,100,https://youimg1.c-ctrip.com/target/0100m120008jbywd0B7F1.jpg
开化寺连理塔,Lianli Pagoda of Kaihua Temple,50467,83201,37.778144002204996,112.44631855628013,古塔,因两座砖塔基座相连而得名,0.0,0,4.3,27,https://youimg1.c-ctrip.com/target/100f0u000000j79xsBC61.jpg
太原市博物馆,Taiyuanshi Museum,3447680,39266019,37.80534362792969,112.53360748291016,大师建筑|博物馆,文化岛大平台广场上的标志性建筑,0.0,0,4.6,34,https://youimg1.c-ctrip.com/target/0104w120005xzyy5j951B.jpg
青年宫演艺中心,Youth's Palace Arts Center,1474977,13811411,37.874200698316585,112.54188481875458,剧场/剧院,,0.0,0,4.7,25,https://youimg1.c-ctrip.com/target/01A4f120008dpnt44E82A.jpg
阿凡达动漫游戏体验中心,Afanda Dongman Youxi Tiyan Center,69684,10794631,37.86668107287506,112.56801279712555,游乐游艺,,0.0,0,4.8,24,https://youimg1.c-ctrip.com/target/0100o120009cks2er6AC3.png
万字楼,Wanzi Tower,1834215,24653397,37.86554421006734,112.57141536317728,历史建筑,,0.0,0,4.3,25,https://youimg1.c-ctrip.com/target/100c1c000001dqyjg0A8E.jpg
柳林河,Liulin River,1676016,18512286,37.9817121882958,112.34077207993104,河流,两岸悬崖峭壁，河流悠长,0.0,0,4.8,23,https://youimg1.c-ctrip.com/target/0103z120008xxe2lc379F.png
三晋乐园,Sanjin Amusement Park,1751386,23088385,37.70466465688822,112.780637303745,游乐场,山西首个大型主题乐园,0.0,0,3.8,95,https://youimg1.c-ctrip.com/target/fd/tg/g3/M0A/B2/B3/CggYG1YOL1qARtsKAAHU6708AeE903.jpg
晋阳古城遗址,Jinyang Ancient City Relic Site,133732,95674,37.74398693867985,112.47767628161657,古迹,曾为战国时期赵国都城,0.0,0,3.9,38,https://youimg1.c-ctrip.com/target/01017120008ov2r7g00AF.jpg
水贝贝儿童水上乐园,Shuibeibei Children Water Amusement Park,1932102,28352496,37.82203967938251,112.55054916821135,水上乐园,豪华室内水上儿童乐园,0.0,0,4.6,30,https://youimg1.c-ctrip.com/target/100j0q000000g3bv254E4.jpg
宝源老醋坊,Baoyuan Old Vinegar Workshop,1414521,13526174,37.50786221048419,112.36860995080004,4A景区,参观山西老陈醋的酿造过程,0.0,0,4.6,37,https://youimg1.c-ctrip.com/target/10021f000001gxb10FFF4.jpg
薰衣草NE庄园,Lavender NE Manor,1415833,13599486,37.889532579977825,112.6328753996446,花海,山西首家浪漫的薰衣草庄园,0.0,0,4.1,35,https://youimg1.c-ctrip.com/target/0104l120008a5pcq0D945.jpg
晋窦大夫祠,Douci,9717,77983,38.0108550434455,112.440029606223,祠堂,,0.0,0,4.1,37,https://youimg1.c-ctrip.com/target/0103r120008qj77oeA1DC.jpg
城市人工森林公园,Chengshirengong Forest Park,1830001,24649094,37.870554,112.550737,城市公园,,0.0,0,4.4,29,https://youimg1.c-ctrip.com/target/010491200085e0nca18D4.jpg
榆次县衙,County Government,124616,93107,37.67945790219563,112.75048870411202,古迹,保存较好的古代衙门建筑,0.0,0,4.5,100,https://youimg1.c-ctrip.com/target/0100m120008jbywd0B7F1.jpg
开化寺连理塔,Lianli Pagoda of Kaihua Temple,50467,83201,37.778144002204996,112.44631855628013,古塔,因两座砖塔基座相连而得名,0.0,0,4.3,27,https://youimg1.c-ctrip.com/target/100f0u000000j79xsBC61.jpg
太原市博物馆,Taiyuanshi Museum,3447680,39266019,37.80534362792969,112.53360748291016,大师建筑|博物馆,文化岛大平台广场上的标志性建筑,0.0,0,4.6,34,https://youimg1.c-ctrip.com/target/0104w120005xzyy5j951B.jpg
青年宫演艺中心,Youth's Palace Arts Center,1474977,13811411,37.874200698316585,112.54188481875458,剧场/剧院,,0.0,0,4.7,25,https://youimg1.c-ctrip.com/target/01A4f120008dpnt44E82A.jpg
阿凡达动漫游戏体验中心,Afanda Dongman Youxi Tiyan Center,69684,10794631,37.86668107287506,112.56801279712555,游乐游艺,,0.0,0,4.8,24,https://youimg1.c-ctrip.com/target/0100o120009cks2er6AC3.png
万字楼,Wanzi Tower,1834215,24653397,37.86554421006734,112.57141536317728,历史建筑,,0.0,0,4.3,25,https://youimg1.c-ctrip.com/target/100c1c000001dqyjg0A8E.jpg
